Gen,Frame,name,area pred,area gt,mean exg pred,mean exg gt,mean exr pred,mean exr gt,mean exgr pred,mean exgr gt
17,8,video0017_frame0008_R128x128.png,771,920,-2.012268066,-2.352416992,17.54125977,22.72387695,-19.55352783,-25.07629395
17,9,video0017_frame0009_R128x128.png,876,1313,-0.113830566,4.15625,18.94598389,20.19213867,-19.05981445,-16.03588867
17,10,video0017_frame0010_R128x128.png,1173,1786,1.893310547,9.295532227,16.52386475,17.66412354,-14.6305542,-8.368591309
17,11,video0017_frame0011_R128x128.png,1069,1636,-0.101013184,9.320922852,17.31835938,12.16448975,-17.41937256,-2.843566895
17,12,video0017_frame0012_R128x128.png,908,1463,-1.479187012,6.17199707,19.9755249,13.73510742,-21.45471191,-7.563110352
18,1,video0018_frame0001_R128x128.png,678,678,2.091247559,2.091247559,14.98059082,14.98059082,-12.88934326,-12.88934326
18,2,video0018_frame0002_R128x128.png,351,351,-1.186096191,-1.186096191,15.16363525,15.16363525,-16.34973145,-16.34973145
18,3,video0018_frame0003_R128x128.png,858,858,-0.875854492,-0.875854492,16.19366455,16.19366455,-17.06951904,-17.06951904
18,4,video0018_frame0004_R128x128.png,531,531,-0.664245605,-0.664245605,14.51080322,14.51080322,-15.17504883,-15.17504883
18,5,video0018_frame0005_R128x128.png,641,641,1.89654541,1.89654541,15.4375,15.4375,-13.54095459,-13.54095459
18,6,video0018_frame0006_R128x128.png,458,458,-0.006958008,-0.006958008,14.60125732,14.60125732,-14.60821533,-14.60821533
18,7,video0018_frame0007_R128x128.png,697,434,-1.174865723,-2.895385742,18.37872314,14.59246826,-19.55358887,-17.487854
18,8,video0018_frame0008_R128x128.png,821,680,-0.995544434,0.958496094,16.17382813,16.45715332,-17.16937256,-15.49865723
18,9,video0018_frame0009_R128x128.png,613,525,-0.87322998,1.005432129,16.93048096,15.45025635,-17.80371094,-14.44482422
18,10,video0018_frame0010_R128x128.png,902,824,0.854980469,3.080932617,16.3994751,13.98712158,-15.54449463,-10.90618896
18,11,video0018_frame0011_R128x128.png,663,291,-2.590148926,-5.578674316,18.89605713,18.24945068,-21.48620605,-23.828125
18,12,video0018_frame0012_R128x128.png,507,655,-3.530639648,0.561645508,22.75195313,17.89550781,-26.28259277,-17.3338623
19,1,video0019_frame0001_R128x128.png,601,601,1.253356934,1.253356934,20.51470947,20.51470947,-19.26135254,-19.26135254
19,2,video0019_frame0002_R128x128.png,412,412,-1.517028809,-1.517028809,15.43389893,15.43389893,-16.95092773,-16.95092773
19,3,video0019_frame0003_R128x128.png,551,551,-5.136779785,-5.136779785,20.52404785,20.52404785,-25.66082764,-25.66082764
19,4,video0019_frame0004_R128x128.png,579,579,-1.031433105,-1.031433105,19.48895264,19.48895264,-20.52038574,-20.52038574
19,5,video0019_frame0005_R128x128.png,956,956,3.086120605,3.086120605,16.65625,16.65625,-13.57012939,-13.57012939
19,6,video0019_frame0006_R128x128.png,543,543,-1.692077637,-1.692077637,17.11590576,17.11590576,-18.8079834,-18.8079834
19,7,video0019_frame0007_R128x128.png,557,490,0.153198242,-6.147766113,18.06933594,21.99255371,-17.9161377,-28.14031982
19,8,video0019_frame0008_R128x128.png,947,771,-0.23260498,1.052001953,19.04614258,16.32104492,-19.27874756,-15.26904297
19,9,video0019_frame0009_R128x128.png,846,821,-1.439331055,3.143798828,18.61291504,14.58349609,-20.05224609,-11.43969727
19,10,video0019_frame0010_R128x128.png,572,438,-1.852294922,0.074829102,17.35101318,17.05474854,-19.20330811,-16.97991943
19,11,video0019_frame0011_R128x128.png,1022,1043,-0.058959961,0.839782715,19.74316406,15.65344238,-19.80212402,-14.81365967
19,12,video0019_frame0012_R128x128.png,824,649,-1.75793457,0.257446289,19.46478271,16.69885254,-21.22271729,-16.44140625
20,1,video0020_frame0001_R128x128.png,771,771,3.308288574,3.308288574,16.15008545,16.15008545,-12.84179688,-12.84179688
20,2,video0020_frame0002_R128x128.png,568,568,0.966247559,0.966247559,15.53790283,15.53790283,-14.57165527,-14.57165527
20,3,video0020_frame0003_R128x128.png,542,542,-1.911499023,-1.911499023,14.78991699,14.78991699,-16.70141602,-16.70141602
20,4,video0020_frame0004_R128x128.png,844,844,2.415100098,2.415100098,14.17999268,14.17999268,-11.76489258,-11.76489258
20,5,video0020_frame0005_R128x128.png,699,699,2.079589844,2.079589844,19.71136475,19.71136475,-17.6317749,-17.6317749
20,6,video0020_frame0006_R128x128.png,995,995,4.631469727,4.631469727,15.05767822,15.05767822,-10.4262085,-10.4262085
20,7,video0020_frame0007_R128x128.png,441,256,-1.749023438,-5.44354248,14.77032471,16.66119385,-16.51934814,-22.10473633
20,8,video0020_frame0008_R128x128.png,747,824,-1.574035645,2.049926758,18.26208496,23.00006104,-19.83612061,-20.95013428
20,9,video0020_frame0009_R128x128.png,740,732,1.542907715,2.500183105,24.38671875,20.31359863,-22.84381104,-17.81341553
20,10,video0020_frame0010_R128x128.png,501,474,-0.910461426,-0.620849609,15.5670166,16.84191895,-16.47747803,-17.46276855
20,11,video0020_frame0011_R128x128.png,699,603,-1.54107666,-3.894165039,19.45581055,19.69946289,-20.99688721,-23.59362793
20,12,video0020_frame0012_R128x128.png,746,677,-1.808044434,-0.321594238,25.09759521,17.23999023,-26.90563965,-17.56158447
22,1,video0022_frame0001_R128x128.png,1145,1145,5.756958008,5.756958008,16.61901855,16.61901855,-10.86206055,-10.86206055
22,2,video0022_frame0002_R128x128.png,342,342,-4.713134766,-4.713134766,16.3260498,16.3260498,-21.03918457,-21.03918457
22,3,video0022_frame0003_R128x128.png,1014,1014,3.146179199,3.146179199,19.14801025,19.14801025,-16.00183105,-16.00183105
22,4,video0022_frame0004_R128x128.png,913,913,4.148864746,4.148864746,19.94873047,19.94873047,-15.79986572,-15.79986572
22,5,video0022_frame0005_R128x128.png,575,575,-0.202331543,-0.202331543,16.99072266,16.99072266,-17.1930542,-17.1930542
22,6,video0022_frame0006_R128x128.png,746,746,0.449951172,0.449951172,21.01037598,21.01037598,-20.5604248,-20.5604248
22,7,video0022_frame0007_R128x128.png,1416,1313,6.101257324,6.085998535,16.53643799,18.80737305,-10.43518066,-12.72137451
22,8,video0022_frame0008_R128x128.png,850,717,0.500366211,-0.232116699,16.03656006,18.04089355,-15.53619385,-18.27301025
22,9,video0022_frame0009_R128x128.png,660,676,-0.986633301,-4.418762207,18.64208984,21.96533203,-19.62872314,-26.38409424
22,10,video0022_frame0010_R128x128.png,1142,1096,1.584411621,3.73236084,17.2756958,16.49945068,-15.69128418,-12.76708984
22,11,video0022_frame0011_R128x128.png,1320,1142,1.450744629,6.123840332,15.828125,15.03631592,-14.37738037,-8.912475586
22,12,video0022_frame0012_R128x128.png,864,613,-1.394104004,1.623962402,17.59692383,15.53704834,-18.99102783,-13.91308594
23,1,video0023_frame0001_R128x128.png,1515,1515,4.520935059,4.520935059,16.41503906,16.41503906,-11.894104,-11.894104
23,2,video0023_frame0002_R128x128.png,913,913,2.890014648,2.890014648,13.70922852,13.70922852,-10.81921387,-10.81921387
23,3,video0023_frame0003_R128x128.png,805,805,3.214172363,3.214172363,14.88342285,14.88342285,-11.66925049,-11.66925049
23,4,video0023_frame0004_R128x128.png,784,784,0.636962891,0.636962891,13.70306396,13.70306396,-13.06610107,-13.06610107
23,5,video0023_frame0005_R128x128.png,1140,1140,5.010314941,5.010314941,15.00524902,15.00524902,-9.994934082,-9.994934082
23,6,video0023_frame0006_R128x128.png,1049,1049,5.197387695,5.197387695,15.33953857,15.33953857,-10.14215088,-10.14215088
23,7,video0023_frame0007_R128x128.png,1800,1370,7.661560059,7.801330566,15.86401367,17.21856689,-8.202453613,-9.417236328
23,8,video0023_frame0008_R128x128.png,497,347,-3.158935547,-3.71875,17.90771484,16.69854736,-21.06665039,-20.41729736
23,9,video0023_frame0009_R128x128.png,1260,1136,5.977844238,4.588378906,21.65856934,19.26873779,-15.6807251,-14.68035889
23,10,video0023_frame0010_R128x128.png,1413,1098,6.417907715,5.926147461,15.11437988,19.53082275,-8.696472168,-13.60467529
23,11,video0023_frame0011_R128x128.png,712,610,-0.754638672,1.034667969,15.93920898,18.23687744,-16.69384766,-17.20220947
23,12,video0023_frame0012_R128x128.png,1045,905,0.069091797,1.252380371,18.60479736,18.88421631,-18.53570557,-17.63183594
24,1,video0024_frame0001_R128x128.png,1621,1621,8.48236084,8.48236084,15.91192627,15.91192627,-7.42956543,-7.42956543
24,2,video0024_frame0002_R128x128.png,864,864,0.619995117,0.619995117,20.30407715,20.30407715,-19.68408203,-19.68408203
24,3,video0024_frame0003_R128x128.png,742,742,-4.077819824,-4.077819824,21.61022949,21.61022949,-25.68804932,-25.68804932
24,4,video0024_frame0004_R128x128.png,1282,1282,4.50970459,4.50970459,20.362854,20.362854,-15.85314941,-15.85314941
24,5,video0024_frame0005_R128x128.png,1332,1332,7.509460449,7.509460449,15.04467773,15.04467773,-7.535217285,-7.535217285
24,6,video0024_frame0006_R128x128.png,733,733,2.715270996,2.715270996,16.95684814,16.95684814,-14.24157715,-14.24157715
24,7,video0024_frame0007_R128x128.png,1984,1851,7.486206055,7.301818848,17.03845215,15.92266846,-9.552246094,-8.620849609
24,8,video0024_frame0008_R128x128.png,1185,1076,2.102783203,3.526367188,16.18493652,14.22064209,-14.08215332,-10.6942749
24,9,video0024_frame0009_R128x128.png,1036,968,1.455566406,4.474182129,18.57836914,15.24761963,-17.12280273,-10.7734375
24,10,video0024_frame0010_R128x128.png,1141,947,1.072753906,1.481872559,16.16851807,14.12957764,-15.09576416,-12.64770508
24,11,video0024_frame0011_R128x128.png,1422,1344,5.162536621,5.884643555,14.3024292,19.1350708,-9.139892578,-13.25042725
24,12,video0024_frame0012_R128x128.png,1331,1266,2.226806641,6.569274902,24.13677979,15.07598877,-21.90997314,-8.506713867
25,1,video0025_frame0001_R128x128.png,1678,1678,9.823120117,9.823120117,17.03326416,17.03326416,-7.210144043,-7.210144043
25,2,video0025_frame0002_R128x128.png,432,432,-3.455749512,-3.455749512,18.42730713,18.42730713,-21.88305664,-21.88305664
25,3,video0025_frame0003_R128x128.png,1292,1292,5.530212402,5.530212402,18.17596436,18.17596436,-12.64575195,-12.64575195
25,4,video0025_frame0004_R128x128.png,1301,1301,7.197143555,7.197143555,19.32397461,19.32397461,-12.12683105,-12.12683105
25,5,video0025_frame0005_R128x128.png,736,736,1.623168945,1.623168945,19.96154785,19.96154785,-18.33837891,-18.33837891
25,6,video0025_frame0006_R128x128.png,1127,1127,3.10925293,3.10925293,17.36395264,17.36395264,-14.25469971,-14.25469971
25,7,video0025_frame0007_R128x128.png,2165,2044,11.17053223,11.45440674,16.43731689,17.59576416,-5.266784668,-6.141357422
25,8,video0025_frame0008_R128x128.png,1204,1045,2.678283691,2.302368164,18.13067627,18.56561279,-15.45239258,-16.26324463
25,9,video0025_frame0009_R128x128.png,814,920,0.366455078,-2.352416992,18.04388428,22.72387695,-17.6774292,-25.07629395
25,10,video0025_frame0010_R128x128.png,1764,1597,5.408203125,7.794372559,14.30297852,14.33990479,-8.894775391,-6.545532227
25,11,video0025_frame0011_R128x128.png,1695,1626,4.015563965,9.309753418,17.25018311,19.27575684,-13.23461914,-9.966003418
25,12,video0025_frame0012_R128x128.png,995,879,-0.034484863,3.824829102,18.05499268,15.27313232,-18.08947754,-11.44830322
26,1,video0026_frame0001_R128x128.png,2364,2364,11.45166016,11.45166016,14.95300293,14.95300293,-3.501342773,-3.501342773
26,2,video0026_frame0002_R128x128.png,1284,1284,5.356140137,5.356140137,13.93432617,13.93432617,-8.578186035,-8.578186035
26,3,video0026_frame0003_R128x128.png,1212,1212,6.586669922,6.586669922,13.95135498,13.95135498,-7.364685059,-7.364685059
26,4,video0026_frame0004_R128x128.png,1185,1185,3.68560791,3.68560791,17.12268066,17.12268066,-13.43707275,-13.43707275
26,5,video0026_frame0005_R128x128.png,1552,1552,8.036132813,8.036132813,14.42102051,14.42102051,-6.384887695,-6.384887695
26,6,video0026_frame0006_R128x128.png,1514,1514,8.799377441,8.799377441,13.78369141,13.78369141,-4.984313965,-4.984313965
26,7,video0026_frame0007_R128x128.png,2472,2044,11.90435791,13.35552979,14.41137695,15.65185547,-2.507019043,-2.296325684
26,8,video0026_frame0008_R128x128.png,782,551,-1.08984375,-2.194030762,15.01525879,16.24554443,-16.10510254,-18.4395752
26,9,video0026_frame0009_R128x128.png,1592,1561,8.459777832,7.916503906,20.9675293,21.58679199,-12.50775146,-13.67028809
26,10,video0026_frame0010_R128x128.png,1895,1596,9.863647461,10.11120605,13.8572998,17.55560303,-3.993652344,-7.444396973
26,11,video0026_frame0011_R128x128.png,1033,939,1.961242676,3.593261719,18.16833496,16.69378662,-16.20709229,-13.1005249
26,12,video0026_frame0012_R128x128.png,1276,1313,1.998901367,4.15625,17.81530762,20.19213867,-15.81640625,-16.03588867
27,1,video0027_frame0001_R128x128.png,2248,2248,12.82574463,12.82574463,17.19042969,17.19042969,-4.364685059,-4.364685059
27,2,video0027_frame0002_R128x128.png,1209,1209,3.485046387,3.485046387,18.1920166,18.1920166,-14.70697021,-14.70697021
27,3,video0027_frame0003_R128x128.png,1037,1037,-1.616638184,-1.616638184,20.60528564,20.60528564,-22.22192383,-22.22192383
27,4,video0027_frame0004_R128x128.png,1764,1764,8.557922363,8.557922363,14.47937012,14.47937012,-5.921447754,-5.921447754
27,5,video0027_frame0005_R128x128.png,1766,1766,10.85791016,10.85791016,15.27886963,15.27886963,-4.420959473,-4.420959473
27,6,video0027_frame0006_R128x128.png,1005,1005,4.290344238,4.290344238,20.20544434,20.20544434,-15.9151001,-15.9151001
27,7,video0027_frame0007_R128x128.png,2678,2610,12.45690918,12.16070557,15.89099121,15.26477051,-3.434082031,-3.104064941
27,8,video0027_frame0008_R128x128.png,1530,1403,4.291503906,6.241271973,17.48730469,13.80792236,-13.19580078,-7.566650391
27,9,video0027_frame0009_R128x128.png,1411,1288,4.076171875,6.772705078,18.22930908,20.09625244,-14.15313721,-13.32354736
27,10,video0027_frame0010_R128x128.png,1513,1329,3.68170166,5.125,19.90557861,13.65820313,-16.22387695,-8.533203125
27,11,video0027_frame0011_R128x128.png,1746,1678,7.287536621,8.299682617,15.07806396,18.77178955,-7.790527344,-10.47210693
27,12,video0027_frame0012_R128x128.png,1640,1587,4.119384766,8.924987793,23.98626709,16.49127197,-19.86688232,-7.56628418
28,1,video0028_frame0001_R128x128.png,2188,2188,14.16204834,14.16204834,14.61437988,14.61437988,-0.452331543,-0.452331543
28,2,video0028_frame0002_R128x128.png,668,668,-1.276123047,-1.276123047,15.83795166,15.83795166,-17.11407471,-17.11407471
28,3,video0028_frame0003_R128x128.png,1786,1786,9.295532227,9.295532227,17.66412354,17.66412354,-8.368591309,-8.368591309
28,4,video0028_frame0004_R128x128.png,1760,1760,11.59869385,11.59869385,18.29052734,18.29052734,-6.691833496,-6.691833496
28,5,video0028_frame0005_R128x128.png,1036,1036,4.271728516,4.271728516,16.18811035,16.18811035,-11.91638184,-11.91638184
28,6,video0028_frame0006_R128x128.png,1331,1331,4.018554688,4.018554688,14.96051025,14.96051025,-10.94195557,-10.94195557
28,7,video0028_frame0007_R128x128.png,2744,2329,15.66699219,12.51824951,15.4140625,17.57775879,0.252929688,-5.059509277
28,8,video0028_frame0008_R128x128.png,1491,1261,4.381469727,3.294250488,19.05664063,18.64776611,-14.6751709,-15.35351563
28,9,video0028_frame0009_R128x128.png,1311,1086,3.414978027,-1.980651855,18.81787109,20.74517822,-15.40289307,-22.72583008
28,10,video0028_frame0010_R128x128.png,2015,1880,7.311523438,8.867797852,15.03399658,15.22570801,-7.722473145,-6.357910156
28,11,video0028_frame0011_R128x128.png,2022,1829,6.34362793,10.51141357,16.72937012,14.5279541,-10.38574219,-4.016540527
28,12,video0028_frame0012_R128x128.png,1182,1023,1.294921875,4.427978516,16.84423828,13.84967041,-15.54931641,-9.421691895
29,1,video0029_frame0001_R128x128.png,2662,2662,12.40826416,12.40826416,14.58441162,14.58441162,-2.176147461,-2.176147461
29,2,video0029_frame0002_R128x128.png,1444,1444,5.968200684,5.968200684,15.52276611,15.52276611,-9.55456543,-9.55456543
29,3,video0029_frame0003_R128x128.png,1365,1365,7.190368652,7.190368652,13.69787598,13.69787598,-6.507507324,-6.507507324
29,4,video0029_frame0004_R128x128.png,1378,1378,4.893127441,4.893127441,14.5803833,14.5803833,-9.687255859,-9.687255859
29,5,video0029_frame0005_R128x128.png,1728,1728,8.774536133,8.774536133,14.99017334,14.99017334,-6.215637207,-6.215637207
29,6,video0029_frame0006_R128x128.png,1636,1636,9.320922852,9.320922852,12.16448975,12.16448975,-2.843566895,-2.843566895
29,7,video0029_frame0007_R128x128.png,2619,2318,13.42468262,13.86029053,13.82592773,17.1151123,-0.401245117,-3.254821777
29,8,video0029_frame0008_R128x128.png,882,710,-0.423400879,-1.231445313,15.13983154,14.81738281,-15.56323242,-16.04882813
29,9,video0029_frame0009_R128x128.png,1781,1795,9.826843262,9.239501953,20.57672119,16.44250488,-10.74987793,-7.20300293
29,10,video0029_frame0010_R128x128.png,2008,1773,10.52764893,11.28808594,14.52435303,15.74493408,-3.996704102,-4.456848145
29,11,video0029_frame0011_R128x128.png,1127,1090,2.776794434,3.899169922,18.03155518,15.8092041,-15.25476074,-11.91003418
29,12,video0029_frame0012_R128x128.png,1369,1355,2.804199219,4.562438965,16.77294922,20.09759521,-13.96875,-15.53515625
30,1,video0030_frame0001_R128x128.png,2456,2456,14.44573975,14.44573975,17.12011719,17.12011719,-2.674377441,-2.674377441
30,2,video0030_frame0002_R128x128.png,1290,1290,3.896057129,3.896057129,19.83081055,19.83081055,-15.93475342,-15.93475342
30,3,video0030_frame0003_R128x128.png,1216,1216,-0.486206055,-0.486206055,20.46679688,20.46679688,-20.95300293,-20.95300293
30,4,video0030_frame0004_R128x128.png,1931,1931,9.875915527,9.875915527,19.16943359,19.16943359,-9.293518066,-9.293518066
30,5,video0030_frame0005_R128x128.png,1958,1958,12.0592041,12.0592041,16.44946289,16.44946289,-4.390258789,-4.390258789
30,6,video0030_frame0006_R128x128.png,1062,1062,4.709533691,4.709533691,20.09844971,20.09844971,-15.38891602,-15.38891602
30,7,video0030_frame0007_R128x128.png,2765,2828,12.87261963,13.17980957,17.04919434,19.94763184,-4.176574707,-6.767822266
30,8,video0030_frame0008_R128x128.png,1551,1533,4.710327148,7.554992676,16.41046143,13.29754639,-11.70013428,-5.742553711
30,9,video0030_frame0009_R128x128.png,1450,1429,4.339050293,8.343261719,18.54693604,14.59014893,-14.20788574,-6.246887207
30,10,video0030_frame0010_R128x128.png,1578,1463,4.186462402,6.17199707,19.25793457,13.73510742,-15.07147217,-7.563110352
30,11,video0030_frame0011_R128x128.png,1784,1804,7.666015625,10.20336914,15.49847412,14.74719238,-7.832458496,-4.543823242
30,12,video0030_frame0012_R128x128.png,1710,1745,4.657287598,9.818115234,22.67041016,17.83166504,-18.01312256,-8.013549805
31,1,video0031_frame0001_R128x128.png,2413,2413,15.66912842,15.66912842,17.31616211,17.31616211,-1.647033691,-1.647033691
31,2,video0031_frame0002_R128x128.png,736,736,-0.163269043,-0.163269043,16.58062744,16.58062744,-16.74389648,-16.74389648
31,3,video0031_frame0003_R128x128.png,1867,1867,10.03320313,10.03320313,20.87286377,20.87286377,-10.83966064,-10.83966064
31,4,video0031_frame0004_R128x128.png,1856,1856,12.4911499,12.4911499,18.4006958,18.4006958,-5.909545898,-5.909545898
31,5,video0031_frame0005_R128x128.png,1081,1081,5.043518066,5.043518066,17.34307861,17.34307861,-12.29956055,-12.29956055
31,6,video0031_frame0006_R128x128.png,1660,1660,6.985717773,6.985717773,19.36767578,19.36767578,-12.38195801,-12.38195801
31,7,video0031_frame0007_R128x128.png,2928,2970,17.44903564,18.02844238,15.45825195,16.55487061,1.990783691,1.473571777
31,8,video0031_frame0008_R128x128.png,1597,1537,5.059570313,6.231933594,20.43469238,19.00653076,-15.37512207,-12.77459717
31,9,video0031_frame0009_R128x128.png,1400,1485,4.635192871,2.123962402,17.40844727,19.97375488,-12.77325439,-17.84979248
31,10,video0031_frame0010_R128x128.png,2090,2176,7.853027344,11.7869873,16.17810059,18.77520752,-8.325073242,-6.988220215
31,11,video0031_frame0011_R128x128.png,2181,2290,7.589416504,13.89324951,16.43048096,18.19836426,-8.841064453,-4.305114746
31,12,video0031_frame0012_R128x128.png,1204,1241,1.985900879,6.616149902,17.90515137,17.80249023,-15.91925049,-11.18634033
32,1,video0032_frame0001_R128x128.png,3300,3300,17.48370361,17.48370361,16.98883057,16.98883057,0.494873047,0.494873047
32,2,video0032_frame0002_R128x128.png,1788,1788,9.665466309,9.665466309,14.45770264,14.45770264,-4.792236328,-4.792236328
32,3,video0032_frame0003_R128x128.png,1717,1717,10.43273926,10.43273926,16.38482666,16.38482666,-5.952087402,-5.952087402
32,4,video0032_frame0004_R128x128.png,1749,1749,8.76763916,8.76763916,13.37518311,13.37518311,-4.607543945,-4.607543945
32,5,video0032_frame0005_R128x128.png,2150,2150,12.75170898,12.75170898,14.52526855,14.52526855,-1.77355957,-1.77355957
32,6,video0032_frame0006_R128x128.png,2025,2025,12.8894043,12.8894043,13.33898926,13.33898926,-0.449584961,-0.449584961
32,7,video0032_frame0007_R128x128.png,3131,2948,16.29840088,19.9765625,14.75817871,16.4720459,1.540222168,3.504516602
32,8,video0032_frame0008_R128x128.png,1069,911,1.304382324,1.539001465,15.97015381,15.3380127,-14.66577148,-13.79901123
32,9,video0032_frame0009_R128x128.png,2235,2251,13.78582764,13.18273926,18.04846191,20.24224854,-4.262634277,-7.059509277
32,10,video0032_frame0010_R128x128.png,2219,2116,11.78924561,14.94085693,16.70159912,17.93640137,-4.912353516,-2.995544434
32,11,video0032_frame0011_R128x128.png,1263,1298,4.102600098,6.68347168,21.14434814,20.21606445,-17.04174805,-13.53259277
32,12,video0032_frame0012_R128x128.png,1831,2026,5.82434082,9.504638672,15.90319824,18.90753174,-10.07885742,-9.402893066
33,1,video0033_frame0001_R128x128.png,3544,3544,22.53930664,22.53930664,15.62329102,15.62329102,6.916015625,6.916015625
33,2,video0033_frame0002_R128x128.png,1831,1831,8.70690918,8.70690918,18.64971924,18.64971924,-9.942810059,-9.942810059
33,3,video0033_frame0003_R128x128.png,1831,1831,4.111206055,4.111206055,20.89416504,20.89416504,-16.78295898,-16.78295898
33,4,video0033_frame0004_R128x128.png,2641,2641,15.44696045,15.44696045,17.75262451,17.75262451,-2.305664063,-2.305664063
33,5,video0033_frame0005_R128x128.png,2731,2731,17.6965332,17.6965332,17.41845703,17.41845703,0.278076172,0.278076172
33,6,video0033_frame0006_R128x128.png,1476,1476,8.709716797,8.709716797,18.20007324,18.20007324,-9.490356445,-9.490356445
33,7,video0033_frame0007_R128x128.png,3907,3982,20.88848877,22.35717773,14.40979004,15.25482178,6.47869873,7.102355957
33,8,video0033_frame0008_R128x128.png,2101,2097,8.736755371,11.22253418,17.13299561,17.18890381,-8.396240234,-5.966369629
33,9,video0033_frame0009_R128x128.png,1976,2011,7.866760254,12.84796143,17.29907227,14.36956787,-9.432312012,-1.521606445
33,10,video0033_frame0010_R128x128.png,2158,2075,8.6171875,11.72955322,17.35900879,12.67388916,-8.741821289,-0.944335938
33,11,video0033_frame0011_R128x128.png,2607,2619,12.88641357,16.42718506,15.35247803,14.28991699,-2.466064453,2.137268066
33,12,video0033_frame0012_R128x128.png,2335,2303,8.58190918,14.8270874,19.27679443,16.90515137,-10.69488525,-2.078063965
34,1,video0034_frame0001_R128x128.png,3553,3553,24.00640869,24.00640869,15.65466309,15.65466309,8.351745605,8.351745605
34,2,video0034_frame0002_R128x128.png,1054,1054,3.513671875,3.513671875,15.24035645,15.24035645,-11.72668457,-11.72668457
34,3,video0034_frame0003_R128x128.png,2659,2659,16.77154541,16.77154541,19.57476807,19.57476807,-2.803222656,-2.803222656
34,4,video0034_frame0004_R128x128.png,2518,2518,18.33850098,18.33850098,17.00256348,17.00256348,1.3359375,1.3359375
34,5,video0034_frame0005_R128x128.png,1612,1612,9.515441895,9.515441895,17.93237305,17.93237305,-8.416931152,-8.416931152
34,6,video0034_frame0006_R128x128.png,2556,2556,13.09533691,13.09533691,18.19104004,18.19104004,-5.095703125,-5.095703125
34,7,video0034_frame0007_R128x128.png,2199,2174,12.35894775,11.37091064,15.53009033,18.28869629,-3.171142578,-6.917785645
34,8,video0034_frame0008_R128x128.png,2145,2215,9.488525391,6.948486328,14.8536377,20.37939453,-5.365112305,-13.4309082
34,9,video0034_frame0009_R128x128.png,3105,3195,14.6171875,18.96911621,15.22723389,17.17071533,-0.610046387,1.798400879
34,10,video0034_frame0010_R128x128.png,3141,3293,14.71105957,22.34344482,13.97979736,14.02325439,0.731262207,8.32019043
34,11,video0034_frame0011_R128x128.png,1785,1739,6.513122559,10.38598633,17.26928711,18.55725098,-10.75616455,-8.171264648
34,12,video0034_frame0012_R128x128.png,4311,4617,19.93206787,27.2980957,17.69476318,12.60516357,2.237304688,14.69293213
35,1,video0035_frame0001_R128x128.png,2497,2497,14.46557617,14.46557617,15.50830078,15.50830078,-1.042724609,-1.042724609
35,2,video0035_frame0002_R128x128.png,2326,2326,14.21166992,14.21166992,18.30523682,18.30523682,-4.093566895,-4.093566895
